Regisoft Contabilidad y Gestión;;;;;;;;;;;;Pág. 1 / 1;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
EPL CONSULTORES SRL, Av. Dr. Honorio Pueyrredon 328 - Dto:8, 1405 CABA, Capital.  Responsable Inscripto 30-71193999-3;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Libro Mayor;;;;;;;;;;;;;;
Desde  01/01/2026  hasta  31/12/2026;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
01.01.01.01 - CAJA (A);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      582);;;01/04/26;Compras: s/OC  Nº -20260219 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;48.950,30;;;;4.894.383,59;;;
      583);;;01/04/26;Compras: s/OC  Nº -20260320 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;53.093,30;;;;4.947.476,89;;;
      584);;;01/04/26;Compras: s/OC  Nº -20260321 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;40.005,62;;;;4.987.482,51;;;
      588);;;06/04/26;Compras: s/F A  Nº -00029025 - MINDER S A;;;10.341,06;;;;4.997.823,57;;;
      592);;;06/04/26;Compras: s/OC  Nº -0003910089764906 - BANCO SANTANDER RIO SA;;;100.129,40;;;;5.097.952,97;;;
      602);;;08/04/26;Compras: s/OC  Nº -0000133181011214 - BANCO BBVA ARGENTINA;;;190.932,65;;;;5.288.885,62;;;
      609);;;09/04/26;Compras: s/OC  Nº -0003910086606310 - BANCO SANTANDER RIO SA;;;12.770,11;;;;5.301.655,73;;;
      626);;;14/04/26;Compras: s/OC  Nº -0003910082817113 - BANCO SANTANDER RIO SA;;;32.400,17;;;;5.334.055,90;;;
      635);;;16/04/26;Compras: s/F A  Nº -00011544 - NUBI S.A.;;;7.875,00;;;;5.341.930,90;;;
      666);;;24/04/26;Compras: s/F A  Nº -00092411 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;101.859,27;;;;5.443.790,17;;;
      667);;;24/04/26;Compras: s/F A  Nº -00092415 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;72.924,64;;;;5.516.714,81;;;
      675);;;28/04/26;Compras: s/F A  Nº -00001676 - SACCOL EMILIANO;;;39.585,00;;;;5.556.299,81;;;
      676);;;28/04/26;Compras: s/F A  Nº -00000006 - WNS & ASOCIADOS S.R.L.;;;414.645,00;;;;5.970.944,81;;;
      677);;;28/04/26;Compras: s/F A  Nº -00227019 - TELEFONICA MOVILES ARGENT;;;40.838,76;;;;6.011.783,57;;;
      681);;;28/04/26;Compras: s/OC  Nº -0003910073031723 - BANCO SANTANDER RIO SA;;;15.368,46;;;;6.027.152,03;;;
      685);;;28/04/26;Compras: s/F A  Nº -00006295 - CONTATECH;;;6.930,00;;;;6.034.082,03;;;
      688);;;29/04/26;Compras: s/NC A  Nº -00001335 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;;;101.859,27;;5.932.222,76;;;
      693);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO BBVA ARGENTINA;;;13.209,00;;;;5.945.431,76;;;
      694);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO GALICIA;;;12.600,00;;;;5.958.031,76;;;
      694);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO GALICIA;;;121,38;;;;5.958.153,14;;;
      696);;;30/04/26;Gastos y Comisiones Bancarias-Banco Ciudad;;;11.278,64;;;;5.969.431,78;;;
      698);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO MACRO CTA CTE;;;12.611,11;;;;5.982.042,89;;;
      698);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO MACRO CTA CTE;;;11,25;;;;5.982.054,14;;;
      700);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO SANTANDER RIO SA;;;55.422,15;;;;6.037.476,29;;;
      700);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO SANTANDER RIO SA;;;63.304,75;;;;6.100.781,04;;;
      704);;;30/04/26;Compras: s/F A  Nº -00051203 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;22.325,52;;;;6.123.106,56;;;
      711);;;30/04/26;Compras: s/F A  Nº -00006557 - GOLAWARE S.R.L.;;;127.449,00;;;;6.250.555,56;;;
      720);;;01/05/26;Compras: s/F A  Nº -00004609 - ARQUETIPONET S.R.L.;;;46.737,60;;;;6.297.293,16;;;
      725);;;01/05/26;Compras: s/F A  Nº -00000503 - DAURAT MERCEDES MARIA;;;1.050.000,00;;;;7.347.293,16;;;
      726);;;02/05/26;Compras: s/F A  Nº -00001678 - SACCOL EMILIANO;;;104.748,00;;;;7.452.041,16;;;
      727);;;03/05/26;Compras: s/F A  Nº -00002471 - CESAR AUGUSTO ARCARO MALITO;;;84.000,00;;;;7.536.041,16;;;
      728);;;03/05/26;Compras: s/F A  Nº -00002472 - CESAR AUGUSTO ARCARO MALITO;;;234.249,32;;;;7.770.290,48;;;
      729);;;03/05/26;Compras: s/F A  Nº -00002473 - CESAR AUGUSTO ARCARO MALITO;;;122.844,39;;;;7.893.134,87;;;
      730);;;03/05/26;Compras: s/F A  Nº -00002474 - CESAR AUGUSTO ARCARO MALITO;;;487.904,43;;;;8.381.039,30;;;
      731);;;04/05/26;Compras: s/F A  Nº -00003752 - FUNDACION CONSENSO;;;45.468,99;;;;8.426.508,29;;;
      732);;;04/05/26;Compras: s/F A  Nº -00030317 - MINDER S A;;;10.692,66;;;;8.437.200,95;;;
      735);;;04/05/26;Movimientos Banco Ciudad;;;140,38;;;;8.437.341,33;;;
      736);;;04/05/26;Movimientos Banco Macro;;;56,70;;;;8.437.398,03;;;
      737);;;04/05/26;Movimientos Banco Galicia;;;12.600,00;;;;8.449.998,03;;;
      738);;;04/05/26;movimientos Banco Frances;;;12.589,50;;;;8.462.587,53;;;
      762);;;05/05/26;Compras: s/F A  Nº -00000459 - SANDJIAN & ASOCIADOS;;;161.700,00;;;;8.624.287,53;;;
      763);;;05/05/26;Compras: s/F A  Nº -00000460 - SANDJIAN & ASOCIADOS;;;504.000,00;;;;9.128.287,53;;;
      767);;;05/05/26;Compras: s/F A  Nº -00000461 - SANDJIAN & ASOCIADOS;;;161.700,00;;;;9.289.987,53;;;
      769);;;06/05/26;Compras: s/F A  Nº -00044953 - DINAMICA COMERCIAL  SRL;;;3.644,63;;;;9.293.632,16;;;
      787);;;11/05/26;Compras: s/F A  Nº -00000021 - FABIOLA LANDIN;;;126.000,00;;;;9.419.632,16;;;
      788);;;11/05/26;Compras: s/F A  Nº -00004624 - ARQUETIPONET S.R.L.;;;14.851,44;;;;9.434.483,60;;;
      799);;;12/05/26;Compras: s/F A  Nº -00051342 - SANTA FE COMERCIAL SOCIEDAD DE RESPONSAB;;;2.761,92;;;;9.437.245,52;;;
      801);;;13/05/26;Comisiones Bancarias Frances;;;315,00;;;;9.437.560,52;;;
;;;;;;;24.254.077,85;;14.816.517,33;;;;;
;;;;;;;;;;;;;;
01.01.03.03 - PERCEPCION IVA (A);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      45);;;02/01/26;Compras: s/OC  Nº -00215625 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;3.646,68;;;;3.646,68;;;
      46);;;02/01/26;Compras: s/OC  Nº -04001678 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;1.273,26;;;;4.919,94;;;
      47);;;02/01/26;Compras: s/OC  Nº -04001809 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;9.993,83;;;;14.913,77;;;
      48);;;02/01/26;Compras: s/OC  Nº -04001923 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;13.952,65;;;;28.866,42;;;
      49);;;02/01/26;Compras: s/OC  Nº -13318108 - BANCO BBVA ARGENTINA;;;29.009,81;;;;57.876,23;;;
      50);;;02/01/26;Compras: s/OC  Nº -13318109 - BANCO BBVA ARGENTINA;;;30.343,75;;;;88.219,98;;;
      51);;;02/01/26;Compras: s/OC  Nº -13318110 - BANCO BBVA ARGENTINA;;;29.782,30;;;;118.002,28;;;
      52);;;02/01/26;Compras: s/OC  Nº -13318111 - BANCO BBVA ARGENTINA;;;27.981,57;;;;145.983,85;;;
      57);;;02/01/26;Reversion Gastos Bancarios;;;;;89.135,86;;56.847,99;;;
      60);;;02/01/26;Reversion Gastos Bancarios;;;;;25.219,74;;31.628,25;;;
      64);;;05/01/26;Compras: s/OC  Nº -72110420 - BANCO SANTANDER RIO SA;;;2.147,65;;;;33.775,90;;;
      116);;;16/01/26;Compras: s/OC  Nº -00220301 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;8.950,32;;;;42.726,22;;;
      130);;;19/01/26;Compras: s/OC  Nº -04002057 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;979,91;;;;43.706,13;;;
      192);;;31/01/26;Gastos y Comisiones Bancarias-Santander;;;33.193,85;;;;76.899,98;;;
      196);;;31/01/26;Devengamiento Iva Enero 2026;;;;;147.750,47;;-70.850,49;;;
      200);;;31/01/26;Compras: s/OC  Nº -31012026 - BANCO MACRO CTA CTE;;;1.611,00;;;;-69.239,49;;;
      230);;;01/02/26;Compras: s/OC  Nº -73031720 - BANCO SANTANDER RIO SA;;;5.248,56;;;;-63.990,93;;;
      231);;;01/02/26;Compras: s/OC  Nº -82817110 - BANCO SANTANDER RIO SA;;;5.551,12;;;;-58.439,81;;;
      232);;;01/02/26;Compras: s/OC  Nº -08660637 - BANCO SANTANDER RIO SA;;;3.453,92;;;;-54.985,89;;;
      233);;;01/02/26;Compras: s/OC  Nº -08976493 - BANCO SANTANDER RIO SA;;;15.688,48;;;;-39.297,41;;;
      245);;;03/02/26;Compras: s/OC  Nº -72110421 - BANCO SANTANDER RIO SA;;;1.746,48;;;;-37.550,93;;;
      259);;;06/02/26;Compras: s/OC  Nº -08976494 - BANCO SANTANDER RIO SA;;;15.227,05;;;;-22.323,88;;;
      265);;;09/02/26;Compras: s/OC  Nº -86606308 - BANCO SANTANDER RIO SA;;;2.931,02;;;;-19.392,86;;;
      291);;;18/02/26;Compras: s/OC  Nº -82817111 - BANCO SANTANDER RIO SA;;;5.252,66;;;;-14.140,20;;;
      341);;;28/02/26;Gastos y Comisiones Bancarias-Santander;;;14.688,85;;;;548,65;;;
      342);;;28/02/26;Devengamiento Iva Febrero 2026;;;;;112.448,39;;-111.899,74;;;
      382);;;02/03/26;Compras: s/OC  Nº -0003910073031702 - BANCO SANTANDER RIO SA;;;4.329,54;;;;-107.570,20;;;
      386);;;03/03/26;Compras: s/OC  Nº -0003910072110402 - BANCO SANTANDER RIO SA;;;1.331,61;;;;-106.238,59;;;
      408);;;06/03/26;Compras: s/OC  Nº -0003910089764903 - BANCO SANTANDER RIO SA;;;13.336,69;;;;-92.901,90;;;
      418);;;09/03/26;Compras: s/OC  Nº -0003910086606303 - BANCO SANTANDER RIO SA;;;2.388,07;;;;-90.513,83;;;
      444);;;14/03/26;Compras: s/OC  Nº -0003910082817103 - BANCO SANTANDER RIO SA;;;4.945,24;;;;-85.568,59;;;
      466);;;20/03/26;Gastos y Comisiones Bancarias-Santander;;;15.021,94;;;;-70.546,65;;;
      493);;;30/03/26;Compras: s/OC  Nº -0003910072110403 - BANCO SANTANDER RIO SA;;;801,18;;;;-69.745,47;;;
      494);;;30/03/26;Compras: s/OC  Nº -0003910073031703 - BANCO SANTANDER RIO SA;;;3.313,99;;;;-66.431,48;;;
      501);;;31/03/26;Gastos y Comisiones Bancarias-Santander;;;4.416,08;;;;-62.015,40;;;
      522);;;31/03/26;Devengamiento Iva Marzo 2026;;;;;128.222,12;;-190.237,52;;;
      525);;;31/03/26;Reclasificacion de cuentas de impuestos;;;190.237,52;;;;0,00;;;
      574);;;01/04/26;Compras: s/OC  Nº -0000001331810112 - BANCO BBVA ARGENTINA;;;27.326,56;;;;27.326,56;;;
      575);;;01/04/26;Compras: s/OC  Nº -0000001331810113 - BANCO BBVA ARGENTINA;;;27.380,30;;;;54.706,86;;;
      576);;;01/04/26;Compras: s/OC  Nº -00202601 - BANCO BBVA ARGENTINA;;;1.814,59;;;;56.521,45;;;
      579);;;01/04/26;Compras: s/OC  Nº -00202603 - BANCO GALICIA;;;2.850,00;;;;59.371,45;;;
      580);;;01/04/26;Compras: s/OC  Nº -00202602 - BANCO GALICIA;;;1.811,21;;;;61.182,66;;;
      581);;;01/04/26;Compras: s/OC  Nº -00202601 - BANCO GALICIA;;;1.659,00;;;;62.841,66;;;
      582);;;01/04/26;Compras: s/OC  Nº -20260219 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;6.992,90;;;;69.834,56;;;
      583);;;01/04/26;Compras: s/OC  Nº -20260320 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;7.584,76;;;;77.419,32;;;
      584);;;01/04/26;Compras: s/OC  Nº -20260321 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;5.715,09;;;;83.134,41;;;
      592);;;06/04/26;Compras: s/OC  Nº -0003910089764906 - BANCO SANTANDER RIO SA;;;14.304,20;;;;97.438,61;;;
      602);;;08/04/26;Compras: s/OC  Nº -0000133181011214 - BANCO BBVA ARGENTINA;;;27.276,07;;;;124.714,68;;;
      609);;;09/04/26;Compras: s/OC  Nº -0003910086606310 - BANCO SANTANDER RIO SA;;;1.824,30;;;;126.538,98;;;
      626);;;14/04/26;Compras: s/OC  Nº -0003910082817113 - BANCO SANTANDER RIO SA;;;4.628,60;;;;131.167,58;;;
      681);;;28/04/26;Compras: s/OC  Nº -0003910073031723 - BANCO SANTANDER RIO SA;;;2.195,49;;;;133.363,07;;;
      694);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO GALICIA;;;1.800,00;;;;135.163,07;;;
      700);;;30/04/26;Compras: s/OC  Nº -00202604 - BANCO SANTANDER RIO SA;;;16.934,73;;;;152.097,80;;;
      737);;;04/05/26;Movimientos Banco Galicia;;;1.800,00;;;;153.897,80;;;
      738);;;04/05/26;movimientos Banco Frances;;;1.770,00;;;;155.667,80;;;
;;;;;;;658.444,38;;502.776,58;;;;;
;;;;;;;;;;;;;;
01.01.03.08 - LUCAS EIROS CTA.PART. (A);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      1);;;01/01/26;Automático: Asiento de Inicio;;;;;273.450.299,04;;-273.450.299,04;;;
      53);;;02/01/26;S/Retiros de Socios;;;4.000.000,00;;;;-269.450.299,04;;;
      93);;;12/01/26;Aporte Lucas Eiros;;;;;7.200.000,00;;-276.650.299,04;;;
      147);;;21/01/26;Rescate aportes Lucas Eiros;;;7.200.000,00;;;;-269.450.299,04;;;
      156);;;22/01/26;S/Retiros de Socios;;;4.000.000,00;;;;-265.450.299,04;;;
      594);;;06/04/26;Aporte Socios Lucas Eiros y Gonzalo Eiros;;;;;20.000.000,00;;-285.450.299,04;;;
;;;;;;;15.200.000,00;;300.650.299,04;;;;;
;;;;;;;;;;;;;;
01.01.03.09 - GONZALO EIROS CTA.PART. (A);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      1);;;01/01/26;Automático: Asiento de Inicio;;;;;20.485.880,22;;-20.485.880,22;;;
      499);;;30/03/26;Aporte Gonzalo Eiros;;;;;2.000.000,00;;-22.485.880,22;;;
      594);;;06/04/26;Aporte Socios Lucas Eiros y Gonzalo Eiros;;;;;20.000.000,00;;-42.485.880,22;;;
      660);;;23/04/26;Recupero parcial Aporte Socio Gonzalo Eiros;;;2.000.000,00;;;;-40.485.880,22;;;
;;;;;;;2.000.000,00;;42.485.880,22;;;;;
;;;;;;;;;;;;;;
01.01.03.11 - PERCEPCION IB (A);;;;;;;;;;;;;;
Asiento Nº;;;Fecha;Concepto;;;Debe;;Haber;;Saldo;;;
      46);;;02/01/26;Compras: s/OC  Nº -04001678 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;1.697,67;;;;1.697,67;;;
      47);;;02/01/26;Compras: s/OC  Nº -04001809 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;13.325,10;;;;15.022,77;;;
      48);;;02/01/26;Compras: s/OC  Nº -04001923 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;18.603,55;;;;33.626,32;;;
      49);;;02/01/26;Compras: s/OC  Nº -13318108 - BANCO BBVA ARGENTINA;;;38.679,75;;;;72.306,07;;;
      50);;;02/01/26;Compras: s/OC  Nº -13318109 - BANCO BBVA ARGENTINA;;;40.458,34;;;;112.764,41;;;
      51);;;02/01/26;Compras: s/OC  Nº -13318110 - BANCO BBVA ARGENTINA;;;39.709,73;;;;152.474,14;;;
      52);;;02/01/26;Compras: s/OC  Nº -13318111 - BANCO BBVA ARGENTINA;;;37.308,76;;;;189.782,90;;;
      57);;;02/01/26;Reversion Gastos Bancarios;;;;;118.847,82;;70.935,08;;;
      60);;;02/01/26;Reversion Gastos Bancarios;;;;;33.626,32;;37.308,76;;;
      64);;;05/01/26;Compras: s/OC  Nº -72110420 - BANCO SANTANDER RIO SA;;;2.899,47;;;;40.208,23;;;
      116);;;16/01/26;Compras: s/OC  Nº -00220301 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;11.933,74;;;;52.141,97;;;
      130);;;19/01/26;Compras: s/OC  Nº -04002057 - BANCO DE LA CIUDAD DE BUENOS AIRES;;;1.306,55;;;;53.448,52;;;
      175);;;28/01/26;Compras: s/F A  Nº -00211440 - TELEFONICA MOVILES ARGENT;;;12.713,13;;;;66.161,65;;;
      192);;;31/01/26;Gastos y Comisiones Bancarias-Santander;;;32.068,22;;;;98.229,87;;;
      197);;;31/01/26;Devengamiento IIBB Enero 2026;;;;;94.034,37;;4.195,50;;;
      199);;;31/01/26;Gastos y Comisiones Bancarias-Banco Ciudad;;;1.066,83;;;;5.262,33;;;
      230);;;01/02/26;Compras: s/OC  Nº -73031720 - BANCO SANTANDER RIO SA;;;6.998,08;;;;12.260,41;;;
      231);;;01/02/26;Compras: s/OC  Nº -82817110 - BANCO SANTANDER RIO SA;;;7.401,49;;;;19.661,90;;;
      232);;;01/02/26;Compras: s/OC  Nº -08660637 - BANCO SANTANDER RIO SA;;;4.605,23;;;;24.267,13;;;
      233);;;01/02/26;Compras: s/OC  Nº -08976493 - BANCO SANTANDER RIO SA;;;20.917,97;;;;45.185,10;;;
      245);;;03/02/26;Compras: s/OC  Nº -72110421 - BANCO SANTANDER RIO SA;;;2.328,65;;;;47.513,75;;;
      259);;;06/02/26;Compras: s/OC  Nº -08976494 - BANCO SANTANDER RIO SA;;;20.302,74;;;;67.816,49;;;
      265);;;09/02/26;Compras: s/OC  Nº -86606308 - BANCO SANTANDER RIO SA;;;3.908,02;;;;71.724,51;;;
      291);;;18/02/26;Compras: s/OC  Nº -82817111 - BANCO SANTANDER RIO SA;;;7.060,76;;;;78.785,27;;;
      337);;;28/02/26;Compras: s/F A  Nº -00217648 - TELEFONICA MOVILES ARGENT;;;13.219,74;;;;92.005,01;;;
      341);;;28/02/26;Gastos y Comisiones Bancarias-Santander;;;16.545,74;;;;108.550,75;;;
      343);;;28/02/26;Devengamiento IIBB Febrero 2026;;;;;19.030,42;;89.520,33;;;
      345);;;28/02/26;Gastos y Comisiones Bancarias-Banco Ciudad;;;1.066,83;;;;90.587,16;;;
      382);;;02/03/26;Compras: s/OC  Nº -0003910073031702 - BANCO SANTANDER RIO SA;;;5.772,73;;;;96.359,89;;;
      386);;;03/03/26;Compras: s/OC  Nº -0003910072110402 - BANCO SANTANDER RIO SA;;;1.775,49;;;;98.135,38;;;
      408);;;06/03/26;Compras: s/OC  Nº -0003910089764903 - BANCO SANTANDER RIO SA;;;17.782,26;;;;115.917,64;;;
      418);;;09/03/26;Compras: s/OC  Nº -0003910086606303 - BANCO SANTANDER RIO SA;;;3.184,09;;;;119.101,73;;;
      444);;;14/03/26;Compras: s/OC  Nº -0003910082817103 - BANCO SANTANDER RIO SA;;;6.622,97;;;;125.724,70;;;
      466);;;20/03/26;Gastos y Comisiones Bancarias-Santander;;;17.195,25;;;;142.919,95;;;
      492);;;28/03/26;Compras: s/F A  Nº -00224458 - TELEFONICA MOVILES ARGENT;;;7.368,12;;;;150.288,07;;;
      493);;;30/03/26;Compras: s/OC  Nº -0003910072110403 - BANCO SANTANDER RIO SA;;;1.068,25;;;;151.356,32;;;
      494);;;30/03/26;Compras: s/OC  Nº -0003910073031703 - BANCO SANTANDER RIO SA;;;4.418,65;;;;155.774,97;;;
      501);;;31/03/26;Gastos y Comisiones Bancarias-Santander;;;4.077,60;;;;159.852,57;;;
      515);;;31/03/26;Gastos y Comisiones Bancarias-Banco Ciudad;;;1.448,42;;;;161.300,99;;;
      523);;;31/03/26;Devengamiento IIBB Marzo 2026;;;;;1.154.616,29;;-993.315,30;;;
      524);;;31/03/26;Reclasificaiocn Ingresos Brutos;;;984.685,74;;;;-8.629,56;;;
      574);;;01/04/26;Compras: s/OC  Nº -0000001331810112 - BANCO BBVA ARGENTINA;;;36.435,41;;;;27.805,85;;;
      575);;;01/04/26;Compras: s/OC  Nº -0000001331810113 - BANCO BBVA ARGENTINA;;;36.507,08;;;;64.312,93;;;
      576);;;01/04/26;Compras: s/OC  Nº -00202601 - BANCO BBVA ARGENTINA;;;1.180,00;;;;65.492,93;;;
